City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Paita,PE,-5.0892,-81.1144,67.89,81,95,13.71,overcast clouds
348,Iralaya,HN,15.0,-83.2333,79.57,86,93,11.95,overcast clouds
349,Ahipara,NZ,-35.1667,173.1667,69.46,55,6,4.88,clear sky
350,Dafeng,CN,23.4517,108.5881,80.1,65,100,4.21,overcast clouds
351,Sao Raimundo Nonato,BR,-9.0153,-42.6994,73.6,52,66,2.95,broken clouds
352,Sundsvall,SE,62.3913,17.3063,30.16,93,35,3.44,scattered clouds
353,Obigarm,TJ,38.7173,69.7088,59.22,72,85,5.26,overcast clouds
354,Okato,NZ,-39.2,173.8833,67.91,75,0,5.41,clear sky
355,Tutoia,BR,-2.7619,-42.2744,77.63,87,98,7.96,overcast clouds
356,Yangjiang,CN,21.85,111.9667,79.52,70,1,4.65,clear sky
357,Kalutara,LK,6.5831,79.9593,81.54,83,97,8.16,light rain
358,Henties Bay,NA,-22.116,14.2845,63.07,73,0,7.07,clear sky
359,Imbituba,BR,-28.24,-48.6703,63.86,84,6,9.08,clear sky
360,Pandan,PH,14.0453,124.1694,86.11,69,96,9.37,overcast clouds
361,Gazanjyk,TM,39.2446,55.5154,75.7,49,56,6.02,broken clouds
362,Butaritari,KI,3.0707,172.7902,81.68,70,23,18.99,few clouds
363,Praia,CV,14.9215,-23.5087,70.34,83,0,11.5,clear sky
364,Beitbridge,ZW,-22.2167,30.0,64.63,75,0,1.97,clear sky
365,Panzhihua,CN,26.5851,101.7128,72.54,65,77,0.49,broken clouds
366,Huarmey,PE,-10.0681,-78.1522,65.46,88,84,9.22,broken clouds
367,Oktyabrskoye,RU,43.0645,44.7417,46.54,93,100,13.42,overcast clouds
368,Solnechnyy,RU,50.7214,136.6319,37.36,96,100,3.02,moderate rain
369,Paamiut,GL,61.994,-49.6678,32.11,82,100,8.5,overcast clouds
370,Andilamena,MG,-17.0167,48.5833,61.74,95,100,3.53,overcast clouds
371,Cabo San Lucas,MX,22.8909,-109.9124,74.61,65,0,5.75,clear sky
372,Kitwe,ZM,-12.7961,28.2477,55.6,89,86,3.56,overcast clouds
373,Kindu,CD,-2.95,25.95,68.76,99,99,1.83,light rain
374,Eyl,SO,7.9803,49.8164,81.61,87,34,9.98,scattered clouds
375,Katobu,ID,-4.9408,122.5276,86.04,66,69,3.67,broken clouds
376,Srednekolymsk,RU,67.45,153.6833,34.95,96,100,5.68,light snow
377,Zeya,RU,53.75,127.2667,48.69,24,50,14.47,scattered clouds
378,Port Lincoln,AU,-34.7333,135.8667,60.21,47,87,8.95,overcast clouds
379,Bilibino,RU,68.0546,166.4372,33.44,95,100,2.28,overcast clouds
380,Yermakovskoye,RU,53.2831,92.4003,57.9,39,29,2.3,scattered clouds
381,Juneau,US,58.3019,-134.4197,48.2,72,20,10.36,few clouds
382,Quatre Cocos,MU,-20.2078,57.7625,75.31,79,90,21.54,light rain
383,Mugla,TR,37.2303,28.3557,42.85,68,0,6.62,clear sky
384,Dwarka,IN,22.2394,68.9678,81.93,71,0,11.03,clear sky
385,Ballina,AU,-28.8667,153.5667,73.36,87,75,6.91,broken clouds
386,Pingyin,CN,36.2831,116.4453,81.95,34,91,12.17,overcast clouds
387,Opportunity,US,47.6499,-117.2399,53.78,80,100,5.99,overcast clouds
388,La Ronge,CA,55.1001,-105.2842,41.25,75,100,8.05,overcast clouds
389,Uyuni,BO,-20.4597,-66.825,44.64,21,0,3.18,clear sky
390,Natal,BR,-5.795,-35.2094,77.22,100,40,8.05,scattered clouds
391,Gander,CA,48.9682,-54.5906,41.16,93,100,5.75,light intensity drizzle
392,Port Hardy,CA,50.6996,-127.4199,48.38,76,75,6.91,broken clouds
393,Cururupu,BR,-1.8283,-44.8683,74.52,97,51,3.13,broken clouds
394,Ahualulco,MX,22.4,-101.1667,82.22,22,49,6.46,scattered clouds
395,Kamiiso,JP,41.8167,140.65,64.78,55,0,3.44,clear sky
396,Omaruru,NA,-21.4333,15.9333,56.14,44,0,4.74,clear sky
397,Rabo De Peixe,PT,37.8,-25.5833,66.27,74,40,14.97,scattered clouds
398,Korem,ET,12.5058,39.5228,56.52,43,10,4.14,clear sky
399,Arinos,BR,-15.9169,-46.1056,69.93,81,1,1.97,clear sky
400,Mareeba,AU,-17.0,145.4333,80.47,73,93,6.15,overcast clouds
401,Yumen,CN,40.2833,97.2,63.0,20,100,25.12,overcast clouds
402,Kaoma,ZM,-14.7833,24.8,56.43,87,11,5.03,few clouds
403,Talaya,RU,61.3833,152.75,35.13,73,100,14.61,overcast clouds
404,Aras,ES,42.5617,-2.356,41.41,93,0,5.75,clear sky
405,Beringovskiy,RU,63.05,179.3167,30.15,75,29,1.79,scattered clouds
406,Abalak,RU,58.1286,68.5944,50.38,67,100,11.39,light rain
407,Simao,CN,22.7886,100.9748,70.7,67,4,0.89,clear sky
408,Tongling,CN,30.95,117.7833,79.36,47,0,4.63,clear sky
409,Makubetsu,JP,45.3714,141.8211,67.71,37,0,33.38,clear sky
410,Alta Floresta,BR,-9.8756,-56.0861,71.38,92,19,1.68,few clouds
411,Byron Bay,AU,-28.65,153.6167,73.29,87,100,3.76,overcast clouds
412,Forest Hills,US,42.9595,-85.4898,55.04,69,75,4.61,broken clouds
413,Dickinson,US,29.4608,-95.0513,80.94,87,100,23.02,thunderstorm
414,Caraballeda,VE,10.6112,-66.8522,82.36,82,100,9.64,overcast clouds
415,Shijak,AL,41.3456,19.5672,51.78,87,75,3.44,broken clouds
416,Floriano,BR,-6.7669,-43.0225,79.54,66,71,1.86,broken clouds
417,Tinyahuarco,PE,-10.75,-76.3,40.73,83,93,3.18,overcast clouds
418,Kalmunai,LK,7.4167,81.8167,81.41,81,78,7.49,broken clouds
419,Jaslo,PL,49.7451,21.4725,48.9,88,10,3.51,clear sky
420,Hualmay,PE,-11.0964,-77.6139,64.42,89,26,9.69,scattered clouds
421,Ahuimanu,US,21.4447,-157.8378,83.91,73,75,14.97,broken clouds
422,Clarksburg,US,39.2807,-80.3445,62.29,72,75,6.91,broken clouds
423,Teya,RU,60.3778,92.6267,47.37,61,71,2.01,broken clouds
424,Vardo,NO,70.3705,31.1107,35.15,96,100,14.9,overcast clouds
425,Chicama,PE,-7.8447,-79.1469,63.14,83,87,5.55,overcast clouds
426,Lavrentiya,RU,65.5833,-171.0,26.71,74,15,0.65,few clouds
427,Taoudenni,ML,22.6783,-3.9836,85.21,11,14,10.36,few clouds
428,Safakulevo,RU,54.9901,62.5442,39.83,69,100,20.96,overcast clouds
429,Tarko-Sale,RU,64.9225,77.785,20.66,84,99,5.46,overcast clouds
430,Buchanan,LR,5.8808,-10.0467,77.72,91,99,3.67,overcast clouds
431,Umm Kaddadah,SD,13.6017,26.6876,79.25,19,49,7.36,scattered clouds
432,Kumbhraj,IN,24.3667,77.05,89.28,26,5,5.82,clear sky
433,Dongsheng,CN,39.8161,109.9776,52.11,28,100,24.07,overcast clouds
434,Chupa,RU,66.27,33.0549,37.06,97,100,8.41,overcast clouds
435,Rawson,AR,-43.3002,-65.1023,59.4,57,67,11.99,broken clouds
436,Ranau,MY,5.9538,116.6641,83.44,66,100,2.91,overcast clouds
437,Prado,BR,-17.3411,-39.2208,79.09,83,7,12.68,clear sky
438,Raga,SS,8.4596,25.678,77.02,67,100,4.0,overcast clouds
439,Chulym,RU,55.0997,80.9572,55.78,31,59,10.09,broken clouds
440,Fonte Boa,BR,-2.4959,-66.2662,73.11,98,79,1.81,broken clouds
441,Shingu,JP,33.7333,135.9833,66.47,70,100,8.59,overcast clouds
442,Waipawa,NZ,-41.4122,175.5153,62.01,68,6,3.0,clear sky
443,Mogadishu,SO,2.0371,45.3438,80.92,81,84,13.82,broken clouds
444,Malegaon,IN,20.55,74.5333,83.57,35,0,7.29,clear sky
445,Groton,US,41.3501,-72.0784,58.44,73,0,5.99,clear sky
446,Aykhal,RU,66.0,111.5,34.52,92,100,16.93,overcast clouds
447,Basco,PH,20.4487,121.9702,82.49,76,24,6.85,few clouds
448,Salgar,CO,5.965,-75.9654,65.79,98,100,2.19,moderate rain
449,Tyukhtet,RU,56.5389,89.3011,50.41,49,2,4.16,clear sky
450,Turmalina,BR,-17.2856,-42.73,67.98,68,13,3.36,few clouds
451,Samarskoye,RU,46.9336,39.6814,48.85,67,100,13.04,overcast clouds
452,Hoquiam,US,46.9809,-123.8893,50.45,89,100,9.89,overcast clouds
453,Ust-Omchug,RU,61.15,149.6333,30.34,80,100,9.89,overcast clouds
454,Acajutla,SV,13.5928,-89.8275,81.37,73,93,1.57,overcast clouds
455,Hato Mayor,DO,18.7629,-69.256,72.34,93,31,4.5,scattered clouds
456,Fallon,US,39.4735,-118.7774,69.67,20,75,19.57,broken clouds
457,Helong,CN,42.5397,128.9972,57.76,56,100,13.78,moderate rain
458,Carutapera,BR,-1.195,-46.02,75.61,93,89,5.08,overcast clouds
459,Bandarbeyla,SO,9.4942,50.8122,79.83,90,43,10.36,scattered clouds
460,Tateyama,JP,34.9833,139.8667,66.69,72,100,6.53,overcast clouds
461,Morondava,MG,-20.2833,44.2833,72.84,72,0,5.32,clear sky
462,Colares,PT,38.7992,-9.4469,59.76,70,0,5.99,clear sky
463,Syracuse,IT,37.0881,15.2792,63.77,84,73,10.94,broken clouds
464,Okhotsk,RU,59.3833,143.3,33.39,92,100,5.01,overcast clouds
465,Khonsa,IN,27.0167,95.5667,74.93,57,0,1.19,clear sky
466,Atar,MR,20.5169,-13.0499,78.57,20,2,8.72,clear sky
467,Bubaque,GW,11.2833,-15.8333,78.35,70,5,15.82,clear sky
468,Adjumani,UG,3.3779,31.7909,66.45,91,57,1.43,broken clouds
469,Saint-Ambroise,CA,48.5501,-71.3324,36.9,64,8,7.49,clear sky
470,Gigmoto,PH,13.7796,124.39,85.93,70,89,9.71,overcast clouds
471,Vangaindrano,MG,-23.35,47.6,71.01,93,76,3.87,moderate rain
472,Drovyanaya,RU,51.5833,113.0333,44.37,20,0,9.06,clear sky
473,Muros,ES,42.7762,-9.0603,54.84,76,12,9.71,few clouds
474,Miyang,CN,24.4042,103.4428,69.44,62,11,6.24,few clouds
475,Islamkot,PK,24.6997,70.177,80.71,54,0,10.71,clear sky
476,Nuevo Progreso,MX,23.1667,-97.95,81.46,70,7,5.64,clear sky
477,Yongchang,CN,30.0381,119.7317,79.39,51,0,2.21,clear sky
478,Salta,AR,-24.7859,-65.4117,52.57,81,0,6.91,clear sky
479,Kunming,CN,25.0389,102.7183,58.93,67,75,11.18,broken clouds
480,Luwuk,ID,-0.9516,122.7875,87.01,66,97,2.82,overcast clouds
481,Nantucket,US,41.2835,-70.0995,53.65,87,0,10.36,clear sky
482,Rassvet,RU,46.8333,40.75,47.14,67,100,6.04,overcast clouds
483,Preobrazheniye,RU,42.9019,133.9064,55.44,69,100,8.52,overcast clouds
484,Padang,ID,-0.9492,100.3543,84.25,79,100,4.05,overcast clouds
485,Port Blair,IN,11.6667,92.75,78.84,100,75,5.75,broken clouds
486,Mazagao,BR,-0.115,-51.2894,82.45,98,100,2.66,overcast clouds
487,Yukon,US,35.5067,-97.7625,57.52,82,0,8.05,clear sky
488,Charters Towers,AU,-20.1,146.2667,81.54,53,66,3.85,broken clouds
489,Jonava,LT,55.0833,24.2833,51.85,65,100,6.91,overcast clouds
490,Ayni,TJ,39.3941,68.5377,58.01,69,19,5.1,few clouds
491,Sabang,ID,5.8933,95.3214,80.69,83,100,16.33,overcast clouds
492,Hanmer Springs,NZ,-42.5167,172.8167,69.15,41,0,2.93,clear sky
493,Lucapa,AO,-8.4192,20.7447,65.61,81,40,4.61,scattered clouds
494,Karlsruhe,DE,49.0047,8.3858,55.9,84,100,1.43,overcast clouds
495,Hovd,MN,48.0056,91.6419,54.88,19,100,3.89,overcast clouds
496,Manzil Salim,TN,35.8567,8.4765,54.05,81,99,24.65,overcast clouds
497,Takaka,NZ,-40.85,172.8,66.45,57,0,4.21,clear sky
498,Constitucion,CL,-35.3333,-72.4167,55.02,89,0,6.8,clear sky
499,Molde,NO,62.7375,7.1591,44.44,81,100,6.91,overcast clouds
500,Buraydah,SA,26.326,43.975,81.05,24,0,8.23,clear sky
501,Noumea,NC,-22.2763,166.4572,82.38,99,54,14.72,broken clouds
502,Tiarei,PF,-17.5333,-149.3333,77.02,79,25,12.19,light rain
503,Caetite,BR,-14.0694,-42.475,68.56,70,5,5.7,clear sky
504,Emba,KZ,48.8264,58.1442,47.61,57,92,16.42,overcast clouds
505,Gwadar,PK,25.1216,62.3254,80.8,63,0,3.4,clear sky
506,Seguin,US,29.5688,-97.9647,79.72,81,0,0.0,clear sky
507,Urumqi,CN,43.801,87.6005,61.75,72,75,8.95,light rain
508,Njombe,TZ,-9.3333,34.7667,55.27,94,97,5.91,overcast clouds
509,Hearst,CA,49.6835,-83.6665,40.51,79,99,7.65,overcast clouds
510,Asyut,EG,27.181,31.1837,61.25,50,0,10.87,clear sky
511,Winslow,US,35.0242,-110.6974,77.18,8,0,3.44,clear sky
512,Puerto Escondido,MX,15.85,-97.0667,80.98,66,6,3.38,clear sky
513,Pak Phanang,TH,8.3511,100.202,87.82,76,99,6.71,overcast clouds
514,Seregno,IT,45.6524,9.2003,53.96,95,100,1.01,light rain
515,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.08,96,16,1.43,few clouds
516,Sioux Lookout,CA,50.1001,-91.917,44.67,70,40,2.3,scattered clouds
517,Alcacer Do Sal,PT,38.3733,-8.5144,54.5,77,0,3.51,clear sky
518,Pontianak,ID,-0.0333,109.3333,84.18,79,40,3.44,scattered clouds
519,Necochea,AR,-38.5473,-58.7368,55.89,68,90,11.63,overcast clouds
520,Coihaique,CL,-45.5752,-72.0662,48.15,57,0,5.75,clear sky
521,Hirara,JP,24.8,125.2833,80.87,83,40,4.61,scattered clouds
522,Kununurra,AU,-15.7667,128.7333,84.18,30,0,13.8,clear sky
523,Saint-Joseph,RE,-21.3667,55.6167,73.78,82,31,16.58,light rain
524,Hualahuises,MX,24.8847,-99.6733,80.92,63,27,5.44,scattered clouds
525,Port Keats,AU,-14.25,129.55,89.13,38,0,10.42,clear sky
526,Emerald,AU,-23.5333,148.1667,75.34,69,100,10.36,overcast clouds
527,Alegrete,BR,-29.7831,-55.7919,55.24,88,0,6.26,clear sky
528,Sai Buri,TH,6.7013,101.6168,83.91,75,99,8.34,light rain
529,San Gabriel,US,34.0961,-118.1058,83.68,46,0,9.22,clear sky
530,Richards Bay,ZA,-28.783,32.0377,63.09,93,1,6.4,clear sky
531,Tezu,IN,27.9167,96.1667,85.55,48,3,3.31,clear sky
532,Hofn,IS,64.2539,-15.2082,39.02,53,0,12.37,clear sky
533,Antioquia,CO,7.0,-75.5,54.91,96,100,2.98,moderate rain
534,Anadyr,RU,64.75,177.4833,34.3,74,0,8.95,clear sky
535,Athens,GR,37.9795,23.7162,63.23,64,20,5.99,few clouds
536,Ishigaki,JP,24.3448,124.1572,80.73,94,75,5.75,broken clouds
537,Dzhebariki-Khaya,RU,62.2167,135.8,35.76,83,100,9.04,light rain
538,Qurbus,TN,36.8167,10.5687,64.74,83,62,20.85,broken clouds
539,Half Moon Bay,US,37.4636,-122.4286,66.06,75,0,17.27,mist
540,Kamaishi,JP,39.2667,141.8833,65.05,62,4,13.62,clear sky
541,Dicabisagan,PH,17.0818,122.4157,88.18,60,11,8.7,few clouds
542,Turukhansk,RU,65.8167,87.9833,23.83,75,99,6.98,overcast clouds
543,Kangundo,KE,-1.2979,37.3471,61.14,97,64,2.51,broken clouds
544,Sandpoint,US,48.2766,-116.5533,52.05,90,100,1.01,overcast clouds
545,North Platte,US,41.1239,-100.7654,54.25,79,0,8.01,clear sky
546,Mocuba,MZ,-16.8392,36.9856,64.33,97,7,2.3,clear sky
547,Maniitsoq,GL,65.4167,-52.9,20.52,67,1,8.3,clear sky
548,Ginir,ET,7.1333,40.7,55.92,81,6,4.54,clear sky
549,Rigaud,CA,45.4793,-74.3024,55.38,60,100,2.08,overcast clouds
550,Nsanje,MW,-16.92,35.262,64.09,96,1,1.05,clear sky
551,Ilhabela,BR,-23.7781,-45.3581,69.73,86,95,7.45,overcast clouds
552,Pacifica,US,37.6138,-122.4869,64.9,79,75,17.27,mist
553,Birao,CF,10.2849,22.7882,78.35,68,100,3.67,overcast clouds
554,Kiama,AU,-34.6833,150.8667,68.38,45,0,8.99,clear sky
555,Cassilandia,BR,-19.1133,-51.7342,56.34,76,0,2.91,clear sky
556,Portel,BR,-1.9356,-50.8211,74.32,97,92,3.22,heavy intensity rain
557,Marsa Matruh,EG,31.3525,27.2453,62.8,77,40,11.5,scattered clouds
558,Prince Rupert,CA,54.3161,-130.3201,48.29,74,0,10.36,clear sky
559,Irbeyskoye,RU,55.6428,95.4522,57.87,37,31,5.3,scattered clouds
560,Guerrero Negro,MX,27.9769,-114.0611,60.51,89,15,15.55,few clouds
561,Samarai,PG,-10.6167,150.6667,83.66,75,52,9.86,broken clouds
562,Verkhnetulomskiy,RU,68.6073,31.7962,35.73,98,100,6.44,overcast clouds
563,Inirida,CO,3.8653,-67.9239,72.55,98,40,3.27,light rain
564,Talara,PE,-4.5772,-81.2719,68.61,82,99,12.46,overcast clouds
565,Russell,US,32.3502,-85.1999,78.4,73,100,6.73,overcast clouds
566,Hanyang,CN,32.1371,105.5126,78.33,48,6,3.29,clear sky
567,Maykor,RU,59.0059,55.88,34.14,62,4,10.74,clear sky
568,Nawa,IN,27.0167,75.0,92.5,23,8,5.28,clear sky
569,Pundaguitan,PH,6.3711,126.1689,82.72,78,100,13.0,overcast clouds
570,Saint-Augustin,CA,51.226,-58.6502,35.55,76,56,6.53,broken clouds
571,Biryusinsk,RU,55.9634,97.8235,53.91,37,96,5.55,overcast clouds
572,Aden,YE,12.7794,45.0367,83.79,68,5,3.65,clear sky
573,Biak,ID,-0.9131,122.8766,85.1,67,96,2.04,overcast clouds
574,Lata,PT,40.1629,-8.3327,56.07,83,1,2.86,clear sky
575,Yelizovo,RU,53.1873,158.3805,53.74,43,0,11.18,clear sky
576,Haines Junction,CA,60.7522,-137.5108,46.35,39,99,11.5,overcast clouds
577,Anzhero-Sudzhensk,RU,56.081,86.0285,55.58,35,16,2.89,few clouds
578,Xiuyan,CN,40.2928,123.2744,54.01,84,100,9.28,heavy intensity rain
579,Igarka,RU,67.4667,86.5833,19.69,81,22,10.38,few clouds
580,Baindur,IN,13.8667,74.6333,85.77,70,99,7.94,overcast clouds
581,Havoysund,NO,70.9963,24.6622,37.63,88,100,36.44,light rain
582,Akdepe,TM,42.0551,59.3788,68.09,44,88,12.86,light rain
583,Grand Gaube,MU,-20.0064,57.6608,75.6,81,80,7.0,broken clouds
584,Manvi,IN,15.9833,77.05,86.92,55,79,9.42,broken clouds
585,Conakry,GN,9.538,-13.6773,80.94,72,70,1.21,broken clouds
586,Axim,GH,4.8699,-2.2405,79.92,84,100,2.68,overcast clouds
587,Nivala,FI,63.9167,24.9667,38.68,97,82,4.76,broken clouds
588,Ganzhou,CN,28.8184,115.4327,81.5,50,15,3.87,few clouds
589,Lishui,CN,28.4604,119.9103,82.8,52,1,1.83,clear sky
590,Idaho Falls,US,43.4666,-112.0341,64.49,48,40,23.02,scattered clouds
591,Maragogi,BR,-9.0122,-35.2225,77.61,82,100,8.21,overcast clouds
592,Ajdabiya,LY,30.7554,20.2263,66.81,30,2,17.94,clear sky
593,Port-Gentil,GA,-0.7193,8.7815,79.45,86,100,6.02,light rain
594,Merauke,ID,-8.4667,140.3333,86.36,65,56,9.75,broken clouds
595,Ashtabula,US,41.7001,-80.7665,55.06,81,100,4.61,light rain
596,San Carlos De Bariloche,AR,-41.1456,-71.3082,47.95,76,20,16.11,few clouds
597,Bathsheba,BB,13.2167,-59.5167,79.41,83,40,16.11,scattered clouds
598,Tautira,PF,-17.7333,-149.15,81.43,77,22,11.48,light rain
599,Goure,NE,13.9835,10.2704,84.22,15,80,7.85,broken clouds
600,Nabire,ID,-3.3667,135.4833,87.24,67,61,4.92,broken clouds
601,Jiuquan,CN,39.7432,98.5174,68.65,21,97,10.13,overcast clouds
602,Karasburg,NA,-28.0167,18.75,62.35,34,0,8.12,clear sky
603,Denpasar,ID,-8.65,115.2167,87.46,79,20,8.05,few clouds
604,San Juan Del Sur,NI,11.2529,-85.8705,82.04,74,90,9.13,overcast clouds
605,Nakhon Thai,TH,17.1006,100.8374,86.04,62,81,0.92,broken clouds
606,Verkh-Suetka,RU,53.3,80.05,60.19,29,61,8.32,broken clouds
607,Mudgee,AU,-32.5943,149.5871,57.61,41,0,6.91,clear sky
608,Oranjestad,AW,12.524,-70.027,80.55,78,20,21.85,few clouds
609,Kalnibolotskaya,RU,46.0058,40.4568,46.58,91,100,15.48,light rain
610,San Policarpo,PH,12.1791,125.5072,84.43,73,46,9.4,scattered clouds
611,Kathmandu,NP,27.7167,85.3167,66.42,94,75,4.61,broken clouds
612,Brookhaven,US,31.5791,-90.4407,74.86,95,100,2.55,overcast clouds
613,Kenai,US,60.5544,-151.2583,55.02,61,75,6.91,light rain
614,Nemuro,JP,43.3236,145.575,46.96,81,40,13.71,scattered clouds
615,Vila Franca Do Campo,PT,37.7167,-25.4333,66.2,88,100,16.2,overcast clouds
616,Tindwari,IN,25.6167,80.5333,95.74,26,0,4.32,clear sky
617,Labuhan,ID,-6.8844,112.2051,85.39,70,18,4.68,few clouds
618,Sayyan,YE,15.1718,44.3244,61.09,42,38,1.25,scattered clouds
619,Prachuap Khiri Khan,TH,12.2167,99.75,77.58,79,100,1.03,overcast clouds
620,Nizwa,OM,22.9333,57.5333,84.18,22,0,1.77,clear sky
621,Aksu,CN,41.1231,80.2644,80.1,21,54,5.79,broken clouds
622,Morehead,US,37.2711,-87.1764,65.98,95,75,0.0,broken clouds
623,Papetoai,PF,-17.4961,-149.8729,78.39,76,22,10.04,few clouds
624,Severobaykalsk,RU,55.65,109.3167,34.11,62,6,3.36,clear sky
625,Jalu,LY,29.0331,21.5482,66.65,30,0,10.65,clear sky
626,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,88,75,21.47,light intensity shower rain
627,Bad Munstereifel,DE,50.55,6.7667,51.19,74,32,2.91,scattered clouds
628,Collie,AU,-33.3667,116.15,64.54,33,0,8.79,clear sky
629,Kahului,US,20.8947,-156.47,80.62,75,0,19.57,clear sky
630,Moree,AU,-29.4667,149.85,64.42,45,59,11.5,broken clouds
631,Progreso,MX,21.2833,-89.6667,89.71,67,33,9.35,scattered clouds
632,Luyang,CN,27.6239,110.0989,80.02,54,100,6.29,overcast clouds
633,Ryotsu,JP,38.0833,138.4333,67.19,58,15,2.28,few clouds
634,Newton,US,42.337,-71.2092,59.05,51,0,0.0,clear sky
635,Pudozh,RU,61.8099,36.5345,37.47,78,100,7.4,overcast clouds
636,Hit,IQ,33.6416,42.8251,66.9,45,0,15.35,clear sky
637,Pergamino,AR,-33.89,-60.5736,54.45,63,0,7.43,clear sky
638,Tambacounda,SN,13.7539,-13.7586,89.53,22,11,7.67,few clouds
639,Sao Borja,BR,-28.6606,-56.0044,57.94,92,51,6.71,broken clouds
640,Kambove,CD,-10.8764,26.5969,55.04,94,77,4.5,broken clouds
641,Rovaniemi,FI,66.5,25.7167,33.21,93,0,5.75,clear sky
642,Nyurba,RU,63.2842,118.3319,37.24,85,100,6.22,overcast clouds
643,Williams Lake,CA,52.1415,-122.1445,50.05,85,100,4.61,overcast clouds
644,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,64.09,25,0,6.93,clear sky
645,Mortka,RU,59.3322,66.0214,33.06,96,100,19.37,snow
646,Anton Lizardo,MX,19.05,-95.9833,83.21,89,100,3.49,overcast clouds
647,Nurlat,RU,54.4277,50.8051,35.04,58,0,9.44,clear sky
648,Lianzhou,CN,24.7811,112.3825,83.53,58,93,3.22,overcast clouds
649,Makat,KZ,47.6469,53.3463,49.8,54,100,22.06,light rain
650,Sol-Iletsk,RU,51.1631,54.9918,38.95,64,44,17.76,scattered clouds
651,Patea,NZ,-39.7583,174.4833,64.42,69,17,6.4,few clouds
652,Camamu,BR,-13.9447,-39.1039,75.63,91,37,4.36,scattered clouds
653,Saeby,DK,57.3319,10.5225,44.96,87,9,17.02,clear sky
654,Belmonte,BR,-15.8631,-38.8828,79.05,80,1,10.71,clear sky
655,Wageningen,NL,51.9667,5.6667,51.12,94,50,3.44,scattered clouds
656,Woodward,US,36.4337,-99.3904,56.43,76,0,3.44,clear sky
657,Mapimi,MX,25.8167,-103.85,77.02,12,0,1.88,clear sky
658,Manggar,ID,-2.8833,108.2667,85.64,70,4,7.16,clear sky
659,Ritchie,ZA,-29.038,24.6028,45.61,42,0,6.89,clear sky
660,Flinders,AU,-34.5833,150.8552,68.18,46,0,8.99,clear sky
661,Rio Grande City,US,26.3798,-98.8203,84.11,66,0,13.31,clear sky
662,San Carlos,VE,9.6612,-68.5827,78.15,75,100,1.41,overcast clouds
663,Juba,SS,4.8517,31.5825,72.61,77,90,3.02,overcast clouds
664,La Rioja,ES,42.25,-2.5,37.18,91,35,4.45,scattered clouds
665,Garissa,KE,-0.4536,39.6401,76.96,77,81,13.96,broken clouds
666,Kavaratti,IN,10.5669,72.642,84.83,71,100,12.44,overcast clouds
667,Aksehir,TR,38.3575,31.4164,39.38,86,7,6.24,clear sky
668,Seoul,KR,37.5683,126.9778,74.59,48,40,10.36,scattered clouds
669,Tshikapa,CD,-6.4167,20.8,69.71,82,83,2.35,broken clouds
670,Dawson Creek,CA,55.7666,-120.2362,53.24,50,20,5.75,few clouds
671,Ulladulla,AU,-35.35,150.4667,63.5,36,0,9.98,clear sky
672,Matara,LK,5.9485,80.5353,82.18,80,99,13.42,overcast clouds
673,Port Macquarie,AU,-31.4333,152.9167,65.89,61,94,10.58,light rain
