City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
503,Caetite,BR,68.56,clear sky,-14.0694,-42.475,Hotel Porto do Sol
505,Gwadar,PK,80.8,clear sky,25.1216,62.3254,Sadaf Resort
506,Seguin,US,79.72,clear sky,29.5688,-97.9647,La Quinta Inn & Suites by Wyndham Seguin
511,Winslow,US,77.18,clear sky,35.0242,-110.6974,Best Western Plus Winslow Inn
512,Puerto Escondido,MX,80.98,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
513,Pak Phanang,TH,87.82,overcast clouds,8.3511,100.202,Green Park Inn Hotel
515,Santa Isabel Do Rio Negro,BR,73.08,few clouds,-0.4139,-65.0192,Hotel GSA
518,Pontianak,ID,84.18,scattered clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
521,Hirara,JP,80.87,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
522,Kununurra,AU,84.18,clear sky,-15.7667,128.7333,Hotel Kununurra
523,Saint-Joseph,RE,73.78,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
524,Hualahuises,MX,80.92,scattered clouds,24.8847,-99.6733,Cabaña hualahuises
525,Port Keats,AU,89.13,clear sky,-14.25,129.55,TDC Village (Hundred Man Camp)
526,Emerald,AU,75.34,overcast clouds,-23.5333,148.1667,The Irish Village
528,Sai Buri,TH,83.91,light rain,6.7013,101.6168,ร้าน​ เวดดิ้ง
529,San Gabriel,US,83.68,clear sky,34.0961,-118.1058,Hilton Los Angeles/San Gabriel
531,Tezu,IN,85.55,clear sky,27.9167,96.1667,Circuit House
536,Ishigaki,JP,80.73,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
539,Half Moon Bay,US,66.06,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
540,Kamaishi,JP,65.05,clear sky,39.2667,141.8833,Hotel Route Inn Kamaishi
541,Dicabisagan,PH,88.18,few clouds,17.0818,122.4157,Nancy Montanes Bernardo
551,Ilhabela,BR,69.73,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
554,Kiama,AU,68.38,clear sky,-34.6833,150.8667,The Sebel Kiama Harbourside
556,Portel,BR,74.32,heavy intensity rain,-1.9356,-50.8211,Kitnet do Marcos
561,Samarai,PG,83.66,broken clouds,-10.6167,150.6667,Nuli Sapi
563,Inirida,CO,72.55,light rain,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
564,Talara,PE,68.61,overcast clouds,-4.5772,-81.2719,Hostal Oro Negro
565,Russell,US,78.4,overcast clouds,32.3502,-85.1999,Macs
566,Hanyang,CN,78.33,clear sky,32.1371,105.5126,Forestry Hostel
569,Pundaguitan,PH,82.72,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
572,Aden,YE,83.79,clear sky,12.7794,45.0367,Sama Emirate Hotel
573,Biak,ID,85.1,overcast clouds,-0.9131,122.8766,Penginapan Kim
580,Baindur,IN,85.77,overcast clouds,13.8667,74.6333,Sai Vishram Beach Resort (Pure Veg and No Alcohol)
583,Grand Gaube,MU,75.6,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
584,Manvi,IN,86.92,broken clouds,15.9833,77.05,ರಾಮಣ್ಣ ನಾಯಕ
585,Conakry,GN,80.94,broken clouds,9.538,-13.6773,Riviera Royal Hotel
586,Axim,GH,79.92,overcast clouds,4.8699,-2.2405,Axim Beach Resort And Spa
588,Ganzhou,CN,81.5,few clouds,28.8184,115.4327,Zhanqian Grand Hotel
589,Lishui,CN,82.8,clear sky,28.4604,119.9103,Bayi Hotel
591,Maragogi,BR,77.61,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
592,Ajdabiya,LY,66.81,clear sky,30.7554,20.2263,Almadina Hotel
593,Port-Gentil,GA,79.45,light rain,-0.7193,8.7815,Fengshui Residence
597,Bathsheba,BB,79.41,scattered clouds,13.2167,-59.5167,Atlantis Hotel
598,Tautira,PF,81.43,light rain,-17.7333,-149.15,Pension Oaoa
600,Nabire,ID,87.24,broken clouds,-3.3667,135.4833,Hotel Nusantara I
601,Jiuquan,CN,68.65,overcast clouds,39.7432,98.5174,Jiuquan Hotel
603,Denpasar,ID,87.46,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
604,San Juan Del Sur,NI,82.04,overcast clouds,11.2529,-85.8705,Nuestra Casa
605,Nakhon Thai,TH,86.04,broken clouds,17.1006,100.8374,Phet resort
608,Oranjestad,AW,80.55,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
610,San Policarpo,PH,84.43,scattered clouds,12.1791,125.5072,Agapita M. Nicart
611,Kathmandu,NP,66.42,broken clouds,27.7167,85.3167,Hotel Shanker Kathmandu
612,Brookhaven,US,74.86,overcast clouds,31.5791,-90.4407,Americas Best Value Inn Brookhaven
615,Vila Franca Do Campo,PT,66.2,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
617,Labuhan,ID,85.39,few clouds,-6.8844,112.2051,DoubleFAG
619,Prachuap Khiri Khan,TH,77.58,overcast clouds,12.2167,99.75,ผกากรองรีสอร์ท
620,Nizwa,OM,84.18,clear sky,22.9333,57.5333,Orient Apartments
621,Aksu,CN,80.1,broken clouds,41.1231,80.2644,Pudong Holiday Hotel
622,Morehead,US,65.98,broken clouds,37.2711,-87.1764,CCI Express Inn
623,Papetoai,PF,78.39,few clouds,-17.4961,-149.8729,Fare Vaihere
625,Jalu,LY,66.65,clear sky,29.0331,21.5482,صاحبة الفخامة
629,Kahului,US,80.62,clear sky,20.8947,-156.47,Maui Seaside Hotel
631,Progreso,MX,89.71,scattered clouds,21.2833,-89.6667,Playa Linda Hotel
632,Luyang,CN,80.02,overcast clouds,27.6239,110.0989,Zhijia Fashion Hotel
633,Ryotsu,JP,67.19,few clouds,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
636,Hit,IQ,66.9,clear sky,33.6416,42.8251,ࢪُبَمـا ؏ُـمَـࢪ
646,Anton Lizardo,MX,83.21,overcast clouds,19.05,-95.9833,Hotel CocoAventura
648,Lianzhou,CN,83.53,overcast clouds,24.7811,112.3825,Qingcheng Tourism Industry
652,Camamu,BR,75.63,scattered clouds,-13.9447,-39.1039,Hotel Rio Acarai
654,Belmonte,BR,79.05,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
657,Mapimi,MX,77.02,clear sky,25.8167,-103.85,Propiedad Lldm
658,Manggar,ID,85.64,clear sky,-2.8833,108.2667,Guest Hotel
660,Flinders,AU,68.18,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
661,Rio Grande City,US,84.11,clear sky,26.3798,-98.8203,La Borde House
662,San Carlos,VE,78.15,overcast clouds,9.6612,-68.5827,Hotel Paternopoli
663,Juba,SS,72.61,overcast clouds,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
665,Garissa,KE,76.96,broken clouds,-0.4536,39.6401,Sharif Plaza Hotel
666,Kavaratti,IN,84.83,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
668,Seoul,KR,74.59,scattered clouds,37.5683,126.9778,롯데호텔 서울
669,Tshikapa,CD,69.71,broken clouds,-6.4167,20.8,Tatem beach
672,Matara,LK,82.18,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
673,Port Macquarie,AU,65.89,light rain,-31.4333,152.9167,Rydges Port Macquarie
